F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
11.18,8.0,-168.34,UK,-108.18,520.98,210.07,490.7,4,5,6.98,Medium,-4769.68,0.48,-35.04,1681.78,880.4890935782499
6.86,2.48,-165.02,USA,-56.52,560.46,0.05,512.11,4,4,4.4,High,-18064.06,1.8,-40.38,1978.0,231.64635004873554
4.94,4.44,-204.16,Europe,-49.92,456.39,0.14,384.87,1,7,3.84,Very low,-13150.39,-2.7,-25.08,2615.4,38.73056913807945
32.64,3.82,-211.4,USA,-185.1,446.94,8.18,-138.53,3,3,6.56,Very low,-12806.25,-16.32,-29.97,657.34,1487.8144120396114
7.98,3.26,-45.88,Europe,-269.61,466.29,0.01,-194.74,2,4,4.9,Low,-13387.92,3.06,-27.75,1731.04,39.81636413929943
4.54,6.46,-172.36,Rest,-273.18,526.62,0.01,-106.81,5,5,8.34,Very low,-16783.26,2.55,-13.38,803.56,133.05911851539824
15.18,0.78,-175.48,Rest,-204.03,312.42,1.09,305.44,8,8,9.34,High,-21973.55,-7.29,-30.84,46.36,2673.717457663883
2.06,7.84,-190.08,USA,-256.89,484.38,11.08,-545.78,3,4,1.54,Medium,-14225.74,-23.31,-32.28,-11.3,791.8265253070201
3.98,12.92,-174.56,Rest,-146.73,435.75,5.9,986.17,7,1,1.16,Low,-30539.8,-15.09,-32.91,1863.54,1225.7303857870884
16.74,15.06,-232.76,UK,-171.18,339.42,0.19,-305.44,3,6,16.86,Very high,-15036.67,-22.17,-26.25,2336.72,2788.17234622542
23.28,6.38,-231.6,Europe,-373.92,535.41,4.25,171.38,8,4,-2.5,Medium,-15011.3,-8.91,-9.36,1999.98,1092.3302012386353
3.36,4.4,-148.64,Rest,-231.0,402.21,0.28,74.65,4,10,-1.34,Medium,-5049.55,-16.56,-29.67,838.76,38.87651505805434
12.4,7.76,-167.98,Rest,-235.68,609.96,199.95,-173.26,2,4,9.06,Very low,-16963.89,-1.2,-37.77,2353.84,507.3222412607388
2.88,7.9,-205.64,UK,-182.25,588.39,0.04,575.8,5,2,9.38,Low,-12687.22,-9.45,-35.73,1193.46,182.61647029820125
2.74,3.3,-210.2,Europe,-101.85,467.01,0.26,-341.54,3,5,12.68,Medium,-18368.71,-3.54,-48.63,854.08,1283.1194352848152
3.2,4.22,-219.14,Europe,-262.89,547.44,0.26,201.17,5,3,1.06,High,-16661.59,3.78,-40.23,1965.7,39.0676420608168
3.6,11.36,-174.18,Europe,-206.67,453.81,3.32,509.89,4,2,14.4,Very low,-16970.13,-9.87,-35.58,1161.04,300.5056962969407
6.14,12.04,-283.5,Europe,-329.76,454.98,1.14,469.32,2,5,12.86,Very low,-15181.31,-7.14,-25.74,1596.04,38.73056913715059
4.78,4.88,-207.34,Rest,-248.1,561.75,7.12,10.86,7,10,7.84,Medium,-11249.11,-16.59,0.45,1540.44,41.297470241396816
1.08,17.82,-282.94,Europe,-346.23,620.61,0.0,156.6,3,4,-0.7,Medium,-16143.65,-9.6,-37.23,1029.94,222.218349985877
7.38,4.22,-156.26,Rest,-315.72,520.59,3.48,-188.52,4,3,0.1,Medium,-14846.23,-3.9,-41.19,2624.54,39.49243050369896
14.88,13.6,-251.2,Europe,-206.16,498.51,1.17,244.13,3,4,10.26,Very low,-15488.5,-26.55,-36.96,1193.98,1121.4892407633736
10.18,2.48,-127.9,UK,-222.75,608.79,30.76,-9.38,4,3,3.38,Medium,-25861.82,-13.98,-54.36,1797.36,349.2644851603585
1.2,4.22,-184.38,Europe,-174.84,617.55,0.29,384.16,4,3,3.14,Very high,-9434.83,-27.48,-43.95,1737.2,285.61078546892713
5.24,8.14,-219.52,Rest,-72.57,524.43,4.66,299.26,2,3,8.76,Medium,-13040.02,-9.0,-31.92,706.3,2848.1894440794576
4.94,3.76,-182.24,UK,-31.17,564.84,0.61,809.91,6,3,9.62,Very low,-9477.62,-17.25,-32.25,1026.48,681.1136134139718
6.32,8.06,-157.58,UK,-248.67,491.04,0.04,185.36,3,8,13.06,High,-16818.31,8.58,-36.87,2081.08,38.73062112122286
0.78,8.12,-95.04,UK,-140.25,444.48,0.4,183.93,3,3,9.4,High,-15404.41,-16.32,-47.46,1522.54,846.5337401012002
6.56,25.92,-154.08,Europe,-189.48,321.99,2.33,-46.43,3,7,11.38,Medium,-16763.21,-1.32,-32.43,965.98,1907.60652056315
2.48,16.72,-143.3,Rest,-292.83,509.79,0.12,354.4,4,4,-6.88,Low,-14604.27,-5.01,-57.33,1830.86,40.28633833478404
3.04,6.42,-179.32,Europe,-146.88,391.95,1.34,246.64,4,2,9.68,Very high,-17077.43,-13.2,-11.13,1844.76,1039.8333951582379
4.2,11.5,-222.2,USA,-176.01,713.85,0.1,71.94,5,2,6.76,Very high,-15131.89,-23.7,-40.02,1495.04,1067.5961839725674
6.76,7.74,-216.8,Europe,-236.61,551.79,1.11,216.22,1,3,-1.38,Very low,-13618.41,-19.08,-51.69,1604.48,38.731284496726545
12.38,1.44,-261.8,Rest,-296.16,477.93,0.42,-0.7,5,2,6.32,Very low,-12219.95,-7.02,-41.91,1408.82,274.6866542083495
5.64,10.5,-224.3,Rest,-366.39,535.23,27.01,442.62,8,3,13.0,High,-14326.03,-29.34,-54.93,1873.68,209.92274899578535
11.56,2.28,-243.86,Rest,-127.41,457.02,0.09,137.21,6,2,11.82,Low,-10099.31,1.95,-36.96,1413.34,2917.0339427501362
9.8,5.98,-119.92,UK,-255.75,585.51,0.04,-1.35,2,2,-1.1,Low,-15386.51,-11.73,-34.32,1766.68,112.85661887515758
4.28,8.68,-187.16,Rest,-254.76,459.21,0.05,404.76,3,5,5.96,Low,-11353.11,-15.45,-58.05,832.26,39.37931622607377
2.22,4.96,-207.24,UK,-193.53,534.99,9.79,744.43,0,5,16.08,Very high,-17044.28,-6.42,-37.38,1542.44,38.73056916688345
3.68,9.5,-85.62,Rest,-231.96,112.89,0.1,-333.62,4,2,12.82,Very low,-14896.99,-15.24,17.94,-248.76,3147.8460871808907
6.1,2.18,-178.3,UK,-169.05,119.55,2.62,189.15,6,3,7.36,Medium,-20287.42,-24.12,-43.29,1306.84,1058.7967002653747
4.32,5.6,-156.86,Europe,-90.21,551.97,4.69,286.59,6,2,-5.82,Very high,-18166.46,-2.22,-35.52,906.32,2103.6264311502337
2.4,5.58,-167.14,Rest,-221.79,514.14,129.0,57.88,6,3,13.6,Very high,-17466.45,-16.23,-24.06,1276.78,1652.7133677496518
10.32,14.66,-143.4,Rest,-296.85,484.08,109.41,89.0,3,6,7.28,High,-19306.75,-16.02,-35.79,663.7,1637.2629862120566
9.98,4.7,-162.04,USA,-132.51,539.22,0.05,-120.31,3,3,4.34,Medium,-10121.51,-21.54,-43.41,1009.22,879.7711482611824
5.5,2.48,-176.26,Rest,-121.95,597.15,329.72,193.72,2,3,2.78,Very high,-21269.33,-12.09,-45.81,409.88,1825.6844544590122
1.5,3.24,-231.72,UK,-286.02,480.12,0.13,-309.79,5,2,9.54,Very low,-14800.33,-6.3,-25.98,1793.08,38.83877455174112
8.3,17.52,-39.64,Europe,-303.96,368.52,2.94,312.21,6,3,0.4,Very high,-21791.05,-15.6,-38.7,1559.28,1567.1301305636177
5.9,12.94,-158.1,Europe,-247.47,474.39,0.27,81.23,7,4,9.64,Very low,-9229.02,-17.4,-35.31,888.5,1226.1032295107498
1.18,8.44,-171.12,USA,-182.7,538.35,29.57,-181.33,8,3,11.14,High,-17975.8,-11.49,-34.11,1740.72,870.1917696430269
3.94,5.3,-86.0,UK,-216.93,466.71,0.73,318.76,3,5,-3.82,High,-14171.67,-13.83,-35.94,1263.28,38.85697261528405
2.74,1.84,-7.66,Rest,-330.6,659.55,0.43,-91.24,6,5,14.92,High,-11106.05,-0.15,-40.47,1756.52,48.55608266499281
10.56,10.66,-196.82,Rest,-122.64,604.08,2.1,168.43,6,2,7.24,Very low,-17798.78,-16.14,-46.11,1956.22,3277.6770897640404
6.66,2.72,-180.58,Rest,-298.95,545.94,1.5,-54.28,2,4,5.24,High,-12528.97,-8.52,-51.54,2693.8,38.78035878255358
2.2,15.5,-222.8,USA,-104.76,682.14,0.0,66.95,5,4,6.08,Low,-15983.31,16.26,-27.66,1906.82,720.3032891672888
13.68,4.84,-191.94,Rest,-251.07,420.36,63.49,403.26,5,1,-0.62,High,-13475.75,7.17,-28.11,1809.34,1607.7322510392037
5.68,6.42,-224.9,USA,-157.86,483.69,22.48,-430.3,7,5,3.5,Medium,-14429.61,0.78,-44.7,807.28,1147.480443596662
9.04,3.12,-58.1,Rest,-278.31,438.99,0.02,-55.8,6,4,-8.62,Very low,-15974.06,-2.61,-49.56,1054.8,578.2161142389283
7.86,15.14,-188.74,Rest,-336.03,495.84,0.32,322.11,4,5,-2.08,Medium,-13136.14,-12.18,-2.73,949.92,409.5260980411752
2.32,6.9,-263.36,USA,-123.69,465.12,0.03,23.3,8,2,9.74,High,-14474.89,-11.34,-36.21,2245.64,887.209027484439
6.86,2.48,-242.86,UK,-314.58,414.33,438.9,623.17,5,2,-3.36,Low,-17114.6,-7.35,-30.57,1046.54,595.165705749847
7.1,2.72,-182.86,UK,-275.79,237.0,22.41,21.22,4,8,7.32,Medium,-16861.86,-18.18,-33.39,1329.46,38.730755670060574
5.04,1.32,-282.42,UK,-221.22,546.33,41.86,363.89,3,3,-0.02,Low,-10473.85,-19.23,-21.0,2152.36,38.73060115180068
3.68,3.6,-176.3,USA,-155.91,447.57,1.53,232.55,5,1,-2.66,Medium,-13599.04,13.29,-50.49,1736.04,385.88096845421313
1.92,3.92,-127.0,Europe,-80.1,517.08,5.89,209.37,3,4,6.96,Very high,-13040.03,-6.36,-25.08,550.92,1354.0528119664282
11.82,9.32,-202.5,Europe,-187.89,531.72,0.06,40.72,3,2,8.74,High,-23213.59,-6.03,-32.25,2271.6,1367.8509692555458
4.4,10.16,-143.92,Europe,-223.29,621.42,0.04,-19.8,4,3,0.06,Very high,-16046.84,-2.52,-34.56,892.46,1567.6958649698404
8.38,2.74,-168.74,Rest,-116.13,500.1,0.03,3.72,3,3,2.28,High,-19340.83,-36.99,-31.59,2217.12,1683.0707058544797
3.28,15.48,-155.94,Europe,-213.39,829.2,32.9,110.25,4,2,-1.82,Medium,-14914.81,-18.24,-36.33,1689.6,1208.0649168896696
14.6,4.7,-277.34,Europe,-302.52,207.48,19.71,-257.39,1,6,6.7,High,-15229.47,1.59,-69.96,1552.32,286.0263327104077
4.54,2.78,-200.4,USA,-356.46,524.31,0.04,-160.74,4,2,3.98,Very high,-15095.88,-9.12,-33.69,697.94,203.93224928468666
1.88,10.42,-242.42,Rest,-179.7,525.69,122.22,370.58,3,2,9.84,Very high,-12703.94,6.63,-33.0,1455.9,1239.8567785529328
1.02,10.9,-145.5,Rest,-293.46,555.54,2.4,519.96,3,2,11.82,Very low,-12289.06,-21.93,-34.5,441.08,38.82773069843589
8.82,2.48,-180.54,UK,-372.69,626.55,0.58,-725.47,2,5,11.06,Medium,-15875.27,-9.0,-49.74,1516.14,43.08332115440332
9.36,16.06,-303.94,USA,-90.63,535.05,0.67,257.03,4,4,7.34,Low,-14165.02,-17.22,-26.73,1447.7,1003.7950854218359
3.32,3.22,-171.86,Rest,-70.62,484.8,32.92,324.7,6,7,0.16,Medium,-14208.39,-12.72,-41.73,1229.4,579.1034251606686
5.56,20.62,-220.84,UK,-336.33,413.85,31.99,231.94,3,3,7.06,Low,-17125.62,-5.91,-31.44,434.06,1488.7993364462789
5.44,12.08,-187.6,Rest,-149.04,561.12,1.67,572.71,6,7,-1.66,Medium,-14168.17,-6.24,-33.96,2679.88,77.1511824589231
28.28,8.48,-214.04,Rest,-60.99,634.38,0.21,-493.23,3,2,1.44,Medium,-16305.38,-12.93,-29.01,2665.76,3367.614342360006
5.06,2.3,-116.06,Europe,-77.4,369.36,1.62,-322.29,6,6,8.38,High,-14900.78,-2.88,-32.16,2209.46,1167.466274059153
10.02,9.06,-99.94,USA,-205.98,499.74,0.02,177.77,1,7,18.14,Very high,-10561.26,-13.26,-35.85,807.82,308.61626582794605
4.18,5.72,-247.02,Rest,-21.33,507.51,8.59,243.94,4,5,5.44,Very high,-20212.0,-26.46,-52.74,1873.02,2431.088407759016
8.42,7.76,-160.32,Europe,-98.58,544.32,0.01,185.68,5,2,13.16,Medium,-14951.62,-0.12,-71.28,1449.42,1889.1706937151669
5.94,8.46,-138.18,Rest,-281.64,529.65,1.02,78.37,8,4,3.46,Medium,-17863.89,0.72,-38.28,321.08,2794.85204599652
15.7,7.32,-246.9,Rest,-161.46,596.1,0.14,82.69,2,5,2.68,Very high,-5489.77,-23.34,-56.52,1586.54,2836.3946414759703
5.42,2.38,-218.86,USA,-294.15,509.64,6.66,-344.96,2,2,22.6,High,-13657.25,9.03,-33.51,1014.86,282.97542005790837
7.0,5.4,-237.7,UK,-175.71,619.26,0.28,488.15,7,3,5.86,Very high,-17389.59,-20.76,-46.2,125.18,2564.1490094580763
6.84,0.92,-300.46,Rest,-203.64,497.73,102.66,276.32,6,3,5.0,Medium,-16928.46,-9.78,-38.01,710.0,1141.9196566546784
4.76,12.24,-270.84,UK,-219.24,383.28,0.05,198.7,5,4,5.56,Very high,-15204.01,-0.9,-38.52,1359.34,1923.7428700301807
5.68,10.96,-247.44,Europe,-171.42,648.39,0.07,-122.13,5,4,5.66,Very high,-16898.3,-2.85,-25.8,1549.8,1791.5306738481454
5.96,2.68,-96.92,Rest,-345.72,566.61,0.17,249.34,4,4,-2.26,Low,-16059.56,-19.95,-26.52,2007.88,38.73057598396282
18.76,2.84,-236.28,USA,-264.57,606.27,19.01,718.08,6,4,17.02,Medium,-11935.51,-15.48,-31.92,2720.02,38.732117599826054
4.24,4.92,-177.74,USA,-291.45,519.81,3.85,-38.11,5,6,6.96,Low,-9296.79,-12.18,-43.53,1159.0,38.7329277694676
5.54,7.26,-94.32,UK,-234.27,243.0,15.38,121.33,3,1,8.62,Low,-17241.96,0.42,-44.67,442.88,1317.310703031094
3.08,1.22,-326.98,Rest,-335.85,565.77,2.57,-190.47,6,6,2.88,Very high,-19137.57,-11.73,-50.31,1820.88,39.754524064358
6.78,1.64,-116.68,UK,-259.53,56.31,0.17,137.13,4,4,5.32,Very high,-9777.51,-26.73,-27.69,714.36,634.0717527479054
12.1,9.04,-163.0,UK,-312.0,428.97,0.21,562.84,4,3,10.92,Very low,-13830.31,-0.24,-23.61,1280.46,38.745474140637285
7.02,7.7,-236.26,USA,-181.77,360.09,11.02,37.21,8,2,5.92,Very high,-14966.69,12.48,-14.13,1918.44,1027.486514941046
6.88,9.0,-148.64,Rest,-320.19,490.11,4.53,47.72,6,1,-1.58,Very high,-13472.27,-6.54,-38.79,1945.52,2149.068411547279
2.1,4.82,-308.0,Europe,-248.16,523.2,0.01,-45.94,1,1,-0.4,Medium,-15502.34,-7.2,-21.63,1159.6,265.432534490804
9.9,9.82,-206.46,Europe,-317.67,844.14,0.9,123.2,3,5,5.7,Low,-13565.74,-11.13,-20.46,2041.06,38.7310622632962
5.86,5.48,-182.58,USA,-277.17,380.97,0.03,158.21,2,6,7.48,High,-15563.74,-11.4,-37.41,2318.22,38.73056913716416
7.56,15.48,-157.8,UK,-101.94,326.67,0.7,-247.03,4,3,9.7,Medium,-17140.35,-20.4,-39.81,767.6,3192.860952583013
21.96,4.6,-120.76,USA,-183.54,611.85,0.21,-148.54,3,7,8.64,High,-15587.47,-15.69,-44.46,1618.06,722.173236940149
11.46,6.68,-213.9,Rest,-148.95,464.13,0.36,-113.01,5,1,9.06,Very low,-23786.53,-8.22,-41.4,1175.38,3366.3114737901365
5.02,6.98,-129.48,Europe,-241.44,635.07,1.84,212.28,2,4,13.48,Very high,-16436.0,-9.63,-17.16,702.08,587.4176118240615
1.94,1.88,-234.12,Europe,-228.39,541.83,0.34,374.11,7,6,11.12,Low,-13987.03,-10.65,-36.12,2488.28,38.73056913713685
1.18,7.76,-172.9,Rest,-86.64,331.32,1.71,-182.62,4,4,-7.56,Very high,-17529.08,-7.86,-25.65,1609.58,3111.7188031838655
8.56,8.02,-49.4,Rest,-110.1,535.38,0.1,-25.37,6,6,27.24,Medium,-12480.61,-10.5,-49.83,1491.84,2924.821442042285
10.02,0.36,-242.48,UK,-284.58,549.3,0.38,-161.77,9,2,-4.18,Medium,-12439.1,-5.67,-31.11,2129.24,1407.150711659932
5.1,0.8,-188.54,Rest,-311.64,549.0,0.0,251.69,2,4,-6.66,Low,-20084.57,-5.85,-25.68,2455.82,38.73056916662869
2.92,6.22,-144.06,USA,-358.74,812.01,0.51,438.58,2,1,14.0,Very low,-13270.89,-8.97,-16.68,388.7,38.73057061933967
8.34,6.66,-309.42,Rest,-130.23,651.87,0.19,527.28,2,3,6.58,Low,-18383.83,-2.58,-43.38,1306.44,426.196523900229
7.7,6.86,-149.12,Rest,-289.56,370.92,0.72,-1.72,2,2,-6.82,Very low,-15377.72,-4.56,-24.93,1277.28,72.20836012371473
3.94,2.28,-199.46,Rest,-249.06,640.62,0.89,181.11,2,1,12.64,Low,-17116.0,-16.5,-59.19,2915.54,38.733183569269194
8.3,20.6,-152.16,Europe,-111.84,248.13,3.85,245.47,4,7,7.14,Low,-17985.41,-23.52,-46.77,1452.82,1585.3330377251789
3.76,1.74,-201.38,USA,-279.93,558.75,2.87,10.24,3,5,-5.22,Medium,-10862.26,-6.33,-30.66,2096.94,38.730569137137856
4.12,7.62,-241.14,Europe,-397.02,582.72,0.11,-235.91,1,3,2.56,Medium,-16269.43,13.05,-30.57,1362.26,38.73117404459265
4.08,5.22,-289.36,UK,-132.21,433.56,0.75,-15.06,5,2,1.96,Medium,-19139.25,3.54,-5.25,1372.5,2051.0606218804946
6.18,2.58,-196.36,USA,-299.37,539.61,9.64,-71.63,5,1,8.34,Low,-16090.28,-18.57,-31.17,2085.38,43.20707837052907
8.28,15.7,-332.3,UK,-340.53,522.3,4.46,154.13,3,3,13.92,Medium,-20527.72,-8.85,-32.01,1672.02,319.1991976916983
1.5,16.56,-181.0,Rest,-136.11,502.83,1.1,-65.43,4,1,10.76,Very high,-12651.96,-30.36,-32.16,1798.16,3367.5540723626214
9.12,2.44,-163.52,USA,-311.97,568.56,0.03,-62.01,2,4,2.34,High,-11679.14,-27.51,-50.64,1357.1,38.778560281665776
0.56,15.5,-184.74,Rest,-332.49,515.16,0.0,-395.06,5,2,1.52,Low,-13840.37,-23.4,-29.67,1724.66,1619.3192927330813
13.2,12.22,-151.34,Rest,-118.68,384.06,8.68,-256.51,2,7,14.7,Low,-9471.59,-13.83,-41.34,1039.06,3240.7354635594224
0.32,7.3,-151.36,USA,-292.62,719.67,2.36,-175.58,5,4,7.34,Low,-16970.65,-12.66,-34.53,1207.82,63.68186262323698
13.24,7.08,-112.06,Europe,-293.85,534.6,40.45,-517.32,2,5,1.68,Medium,-14982.45,12.21,-13.35,1414.6,825.8218720466476
3.48,14.54,-140.8,USA,-247.68,524.46,13.88,62.81,7,4,18.92,Very high,-10400.08,1.77,-24.48,1212.52,892.3511333758
5.68,6.26,-147.8,USA,-287.79,460.59,0.15,-49.78,1,3,18.68,Medium,-1029.71,-2.49,-11.43,1496.02,39.61635431044403
2.0,15.04,-142.94,Rest,-70.98,619.08,0.11,349.16,3,2,1.52,Very high,1062.61,-2.19,-37.62,1197.32,3308.255960790497
15.42,13.94,-165.52,UK,-193.68,597.36,7.05,334.86,3,2,5.68,High,-10198.98,-17.4,-32.04,2805.68,1875.4040397235417
2.26,5.06,-209.48,Europe,-412.32,528.48,5.88,57.56,5,3,17.26,Medium,-17098.91,-17.79,-20.01,2034.92,38.730569149571366
7.7,2.4,-183.64,UK,-45.27,512.82,1.11,-57.95,2,3,-0.62,Low,-17906.94,-3.84,-24.87,2946.56,313.0625250464909
5.92,5.46,-117.92,Europe,-266.79,475.47,18.43,-308.92,6,8,12.5,Medium,-14603.39,-3.96,-70.5,1693.72,216.98102410864118
3.62,9.32,-221.8,USA,-337.23,674.61,0.37,-418.75,4,5,9.68,Medium,-11802.28,5.1,-34.5,528.06,343.20384694225174
6.54,1.0,-163.66,USA,-231.48,371.01,26.85,-94.98,5,5,16.48,High,-9095.04,-14.82,-28.89,934.84,324.75852433501996
7.98,7.04,-197.64,Rest,-214.92,712.2,0.34,-36.13,5,9,1.1,Low,-16099.81,-0.39,-32.13,1244.1,111.9520186537386
8.12,8.52,-272.24,UK,-296.16,563.64,0.74,354.44,4,4,5.78,Very high,-14662.88,7.56,-27.84,2070.68,38.928221846049375
7.0,12.92,-235.56,USA,-290.25,475.26,0.61,537.87,4,5,-10.1,Low,-13653.93,-18.3,-25.8,2491.78,38.730569138331724
3.3,4.58,-305.62,Rest,-209.58,467.76,0.14,-303.37,4,5,4.3,High,-17838.39,-16.68,-42.6,2039.0,439.819081846139
1.56,2.92,-308.52,USA,-248.43,505.8,0.01,392.91,6,4,4.66,Medium,-13241.27,-7.44,-35.55,1890.82,38.73057112726539
7.88,2.1,-99.36,Rest,-242.76,595.26,2.41,532.0,1,6,1.04,Low,-17728.5,-8.22,-40.62,1936.38,38.73056920869512
13.76,12.38,-215.84,Europe,-83.34,508.29,0.21,524.05,2,2,6.72,Medium,-21598.99,-4.32,-45.69,2145.38,1479.612272004136
6.72,5.84,-102.22,UK,-13.02,297.33,0.29,358.39,2,6,8.74,Very low,-11009.74,-14.58,-36.51,1754.72,123.43455296993451
15.44,4.86,-186.82,USA,-323.55,975.87,44.43,224.18,5,5,5.52,Very low,-16512.04,-12.9,-37.8,769.54,79.34249120495856
10.08,9.58,-64.02,UK,-278.13,316.26,21.7,389.76,7,5,5.1,Medium,-23337.19,-7.89,-30.09,1266.06,706.8896348401139
9.76,5.34,-145.24,USA,-373.5,489.78,1.26,258.16,3,2,16.7,Medium,-10950.28,-29.46,-33.03,1904.86,38.73058588523665
13.08,13.02,-247.94,Europe,-306.6,604.92,32.03,109.09,5,4,6.46,Very high,-9794.36,-14.52,-36.54,526.34,1929.4651261101621
4.86,10.64,-176.9,USA,-281.34,495.66,0.42,226.36,6,3,12.94,Very high,-13923.29,-13.5,-35.91,2542.98,186.72882595012265
8.74,13.08,-17.58,USA,-336.81,496.53,0.0,445.5,6,5,6.24,Very high,-19876.36,-13.17,-29.97,1267.08,230.94345617226716
0.92,20.78,-94.36,Rest,-166.89,564.96,0.13,-20.33,7,3,2.32,Low,-16412.37,-3.48,-66.3,1093.76,3361.2026639109636
5.66,13.24,-266.82,UK,-123.54,593.37,0.04,208.18,4,8,4.44,Medium,-16363.05,3.36,-37.02,1050.88,1349.354859511236
1.24,5.88,-266.42,Europe,-255.45,605.04,0.16,208.77,8,4,10.34,Low,-10704.78,-26.55,-31.56,1331.86,216.8877081246445
6.34,12.68,-193.5,Europe,-122.07,525.69,140.06,214.7,7,4,16.22,Low,-16671.33,-23.73,-53.97,765.1,1895.0941960523542
11.26,0.72,-245.92,UK,-311.85,440.13,0.01,22.75,6,5,1.36,Very low,-18936.3,-19.8,-34.8,1799.86,38.73057553763283
14.72,14.94,-107.78,UK,-287.28,641.67,2586.69,442.19,2,6,10.98,Medium,-14110.88,-20.34,-36.06,1714.48,1020.0363937573236
4.84,4.18,-142.9,USA,-165.24,660.24,165.54,376.68,2,3,5.7,Medium,-19312.75,-18.54,-41.16,1529.78,181.60016605173698
12.38,2.94,-172.8,Europe,-334.56,728.13,1.02,99.97,3,4,14.18,High,-17639.25,-7.23,-46.26,1869.44,38.75459781701404
3.3,2.54,-219.1,UK,-246.87,345.09,6.08,-192.06,5,4,8.52,Very high,-14846.25,-14.16,-31.38,1309.88,1027.4296892814878
15.0,0.78,-170.06,USA,-298.53,630.33,0.14,-376.17,4,5,7.14,High,-4688.67,-0.24,-52.17,2033.84,184.5753758732284
3.58,5.28,-173.34,UK,-94.59,510.96,0.0,-164.54,2,0,4.24,High,-12862.61,-29.19,-43.53,2639.2,1698.526318300209
6.82,15.74,-173.9,Europe,-174.09,756.9,2.78,-14.33,4,4,9.82,High,-19655.76,-15.69,-26.07,1717.16,1777.446158572819
33.06,14.96,-196.16,UK,-118.53,696.54,7.08,-288.25,3,5,24.38,High,-12656.96,-7.65,-15.12,1029.02,3365.064137479639
3.56,5.96,-254.66,Rest,-379.44,313.77,0.04,115.41,3,5,8.88,High,-12349.48,3.33,17.07,716.28,106.53671686377103
15.78,1.52,-237.36,USA,-305.55,477.06,0.81,-404.89,3,3,9.0,Low,-16717.53,-17.88,-47.13,1090.4,399.37309459398807
8.68,7.24,-197.24,Rest,-331.74,458.49,0.01,-311.19,2,3,-1.56,High,-13543.5,-0.84,-80.55,588.94,1822.0072502025894
1.08,1.7,-160.38,USA,-255.36,551.07,0.26,309.42,4,2,6.42,Low,-14882.06,-13.26,-8.61,1191.94,38.730630172948324
1.74,3.46,-246.7,Europe,-405.6,264.72,1.09,229.23,4,3,7.94,Very high,-15195.0,-0.21,-31.35,1753.72,38.730569140544645
1.02,13.74,-142.98,Rest,-411.99,498.93,13.74,645.13,5,4,6.94,Low,-14306.54,-8.07,-33.42,1176.58,38.730582570556756
8.82,11.6,-152.94,UK,-238.53,511.59,1.01,136.38,4,3,0.92,High,-16362.74,-11.85,-51.66,2278.38,1154.5780586347794
9.42,16.88,-169.68,UK,-272.76,684.03,75.81,285.16,6,6,11.78,High,-21120.61,-11.34,-19.26,1335.62,1669.4212257686256
15.68,10.56,-247.14,USA,-467.52,488.73,0.87,31.51,5,7,8.12,High,-17201.34,-0.66,-38.73,1171.26,44.19128016191839
7.64,3.26,-171.34,Europe,-278.1,504.12,42.61,-239.99,5,4,2.42,Very high,-20528.22,-17.16,-35.82,850.08,1190.9409369356126
22.48,12.56,-203.36,USA,-183.18,437.67,154.34,-446.69,3,4,13.08,Low,-10507.66,-9.48,-26.73,1017.72,1808.4913047629207
16.98,4.88,-194.68,UK,-160.35,623.49,0.96,68.83,8,5,5.7,Very high,-20155.69,-20.13,-36.42,1590.16,2818.216535030688
6.88,5.9,-166.04,USA,-187.68,472.89,0.0,750.34,2,6,13.14,Low,-9582.83,3.06,-35.88,702.5,38.73060896630364
14.6,22.52,-197.02,UK,-410.82,362.46,1735.33,-102.84,3,4,11.72,Medium,-18717.11,-3.9,-43.08,1794.46,1096.3054011434263
12.88,12.92,-221.76,Europe,-258.3,376.86,18.12,-276.57,7,4,0.38,Very low,-16521.17,3.66,-25.14,1317.3,1785.7634441942805
8.64,1.2,-194.38,Rest,-139.47,441.72,9.44,31.96,4,4,17.06,Very low,-13407.3,-5.43,-29.28,1483.66,322.0692903877994
14.66,7.84,-127.66,Europe,-157.41,552.36,0.12,-353.99,8,4,2.6,Very low,-12457.91,-24.39,-35.1,2464.76,1887.032274971688
14.7,6.86,-155.3,UK,-241.56,517.95,0.01,-316.41,4,1,-4.8,High,-9753.27,0.69,-42.45,1032.46,3100.0008180162727
3.06,2.64,-207.22,UK,-319.5,720.51,3.48,364.04,4,1,1.72,High,-9954.99,-9.15,-29.85,1876.64,38.73069158588216
5.8,13.5,-301.94,Europe,-215.1,513.96,5.34,112.22,6,4,12.06,High,-19063.07,-20.01,-40.59,2435.78,1095.2459051128235
2.68,3.08,-129.1,USA,-384.24,499.53,0.39,193.43,4,5,7.24,Very low,-13814.76,-14.73,-42.87,1957.26,38.73056913713251
0.2,2.62,-229.62,UK,-253.8,379.62,78.39,85.32,6,6,11.64,High,-13194.64,-24.69,-51.6,1360.4,147.7377372800054
6.4,0.74,-167.04,USA,-250.47,423.39,0.57,-48.18,3,6,7.84,Medium,-9590.51,2.19,-27.9,2067.8,38.73056914007654
8.74,7.52,-105.38,USA,-174.87,631.38,0.03,87.81,2,4,2.16,High,-12748.59,-27.33,-35.85,1080.86,549.6589063897459
